sku,name,category_name,brand_name,mrp_price,tax_rate
SKU000068,PRODUCT 68,Fashion,BrandA,3674.9132128394012,0.09064384134094647
SKU000069,product 69,Fashion,BrandB,698.6876312582242,0.16092982893669958
SKU000070,product 70,Home,BrandB,4905.623734385935,0.168541695611681
SKU000071,product 71,Electronics,BrandB,3356.1781118302124,0.14532676916264808
SKU000072,PRODUCT 72,Electronics,BrandA,2842.7924419394058,0.11440682676147369
SKU000073,product 73,Grocery,BrandB,4447.945127586604,0.054669771646413956
SKU000074,PRODUCT 74,Fashion,BrandB,911.6469545904683,0.1769300858916398
SKU000075,PRODUCT 75,Fashion,BrandC,5174.934758310059,0.0493445100945489
SKU000076,PRODUCT 76,Electronics,BrandC,4346.158998902572,0.03647824595827759
SKU000077,  product 77 ,Electronics,BrandA,1391.2678721775599,0.07958774048158489
SKU000078,product 78,Grocery,BrandB,1514.5404848572948,0.010231302728229922
SKU000079,  product 79 ,Fashion,BrandA,3601.3000402176203,0.17612900364092235
SKU000080,PRODUCT 80,Home,BrandB,4565.358451636463,0.10591804015495646
SKU000081,product 81,Electronics,BrandC,2169.4894430960344,0.10025137649955154
SKU000082,  product 82 ,Electronics,BrandB,4190.893973226658,0.11804333038194957
SKU000083,product 83,Fashion,BrandA,3808.281198605201,0.0894642565998972
SKU000084,product 84,Home,BrandC,99.77805660315711,0.005771433077017485
SKU000085,  product 85 ,Grocery,BrandC,239.86914807784567,0.11021603199127142
SKU000086,PRODUCT 86,Grocery,BrandB,733.200917185948,0.12891129785215752
SKU000087,PRODUCT 87,Electronics,BrandB,1096.6314271668869,0.07501483091232956
SKU000088,  PRODUCT 88 ,Electronics,BrandB,4137.203032229861,0.1363132029728147
SKU000089,product 89,Home,BrandC,3804.73205361407,0.04086023388091571
SKU000090,product 90,Grocery,BrandA,4900.021087156185,0.039829786391913126
SKU000091,PRODUCT 91,Home,BrandA,942.7865388095814,0.02905505778376331
SKU000092,product 92,Home,BrandC,4688.0728195910915,0.06695905676204914
SKU000093,product 93,Fashion,BrandA,3994.0696379121773,0.15246216637003504
SKU000094,  PRODUCT 94 ,Electronics,BrandB,1156.2471478006769,0.14902417118683156
SKU000095,product 95,Home,BrandB,1629.0325974865073,0.06890835743343068
SKU000096,product 96,Grocery,BrandA,181.24650689003897,0.10604137247644257
SKU000097,  product 97 ,Fashion,BrandB,4442.134777805277,0.1297469369654848
SKU000098,PRODUCT 98,Fashion,BrandB,3361.346235668486,0.043417219433044135
SKU000099,product 99,Fashion,BrandA,623.4189497370137,0.030265395461054473
SKU000100,PRODUCT 100,Grocery,BrandC,5030.750646944292,0.17497727877821598
SKU000101,  PRODUCT 101 ,Electronics,BrandC,2328.227837565959,0.11116031637773133
SKU000102,product 102,Fashion,BrandB,3224.898327609328,0.1766548299300595
SKU000103,PRODUCT 103,Home,BrandC,1023.8298285008657,0.060796077683801235
SKU000104,  product 104 ,Home,BrandA,2706.393600811961,0.12654570599534368
SKU000105,product 105,Grocery,BrandB,2208.2164077486955,0.040068654577422785
SKU000106,product 106,Fashion,BrandC,1662.710049051814,0.04701603082930433
SKU000107,PRODUCT 107,Fashion,BrandC,1596.68970917014,0.09214238182853231
SKU000108,product 108,Home,BrandC,1629.5135296362243,0.05753126259145282
SKU000109,  product 109 ,Home,BrandC,5159.412731604567,0.030171881491305202
SKU000110,product 110,Grocery,BrandC,3145.197137247542,0.04731852635807868
SKU000111,product 111,Electronics,BrandB,1597.4044831723693,0.0064347110038556355
SKU000112,product 112,Fashion,BrandB,2371.2275911328834,0.1267962518659476
SKU000113,PRODUCT 113,Home,BrandC,952.3449444576136,0.08858099827545508
SKU000114,  product 114 ,Fashion,BrandA,4218.168603795291,0.01696375195281461
SKU000115,PRODUCT 115,Fashion,BrandA,4297.478311584362,0.030904918763128415
SKU000116,  PRODUCT 116 ,Electronics,BrandA,5144.681449502793,0.01845621686027592
SKU000117,PRODUCT 117,Electronics,BrandB,2202.7749799194426,0.11026670548965777
SKU000118,product 118,Grocery,BrandC,3761.940674280391,0.016957865450248882
SKU000119,product 119,Grocery,BrandA,3390.4522958398384,0.13577081994633888
SKU000120,  product 120 ,Electronics,BrandB,1169.3021570348933,0.003691965477670411
SKU000121,PRODUCT 121,Home,BrandA,3068.906673396692,0.04488764183926058
SKU000122,PRODUCT 122,Electronics,BrandB,714.0220936073036,0.16032000166054328
SKU000123,PRODUCT 123,Fashion,BrandB,3232.3330857317915,0.12933563726200428
SKU000124,PRODUCT 124,Home,BrandC,2463.3137862736658,0.013134299926623788
SKU000125,  product 125 ,Home,BrandB,1414.3613889421604,0.14780269880733235
SKU000126,  product 126 ,Fashion,BrandC,2582.5619787047704,0.08874632187723686
SKU000127,  product 127 ,Home,BrandA,3671.509613720851,0.15242094489038926
SKU000128,  product 128 ,Fashion,BrandB,4623.940620835283,0.10813315940107081
SKU000129,  product 129 ,Grocery,BrandA,2111.830325812425,0.12272994576591456
SKU000130,  product 130 ,Grocery,BrandA,2221.237126198813,0.17883028087122746
SKU000131,PRODUCT 131,Home,BrandB,376.65909486475545,0.04182039826632327
SKU000132,product 132,Home,BrandC,4780.14117799821,0.1123102034570499
SKU000133,  PRODUCT 133 ,Home,BrandB,79.31692697096813,0.08285785021033171
SKU000134,product 134,Home,BrandB,2975.7524702282503,0.007101351526084458
SKU000135,PRODUCT 135,Grocery,BrandB,1178.9709064101273,0.002604715470515706
SKU000136,product 136,Electronics,BrandB,1817.2210674348612,0.02146114400721456
SKU000137,PRODUCT 137,Home,BrandC,873.881057700118,0.11683651329693866
SKU000138,product 138,Grocery,BrandC,2877.9348405452174,0.10208935582441059
SKU000139,product 139,Electronics,BrandA,3532.9791901521276,0.09961732100947093
SKU000140,  PRODUCT 140 ,Home,BrandA,316.1172100773459,0.005734217255086815
SKU000141,PRODUCT 141,Grocery,BrandB,1688.9246485036724,0.08447453934480127
SKU000142,PRODUCT 142,Home,BrandB,3991.901537631732,0.16643210721165513
SKU000143,product 143,Fashion,BrandA,2560.2588999707127,0.07156653647591639
SKU000144,PRODUCT 144,Electronics,BrandB,1207.0402540772207,0.11248604456192214
SKU000145,  product 145 ,Electronics,BrandA,5168.553960861577,0.14036736161216584
SKU000146,  PRODUCT 146 ,Electronics,BrandC,856.4629212555794,0.14110655024553975
SKU000147,  product 147 ,Electronics,BrandC,5167.769882117642,0.09347041483114885
SKU000148,product 148,Fashion,BrandB,935.4633836871955,0.15443135017242055
SKU000149,product 149,Electronics,BrandA,4888.721304147291,0.07044805680547445
SKU000150,  PRODUCT 150 ,Electronics,BrandB,2990.0064803630157,0.15996477866126368
SKU000151,PRODUCT 151,Home,BrandB,4805.331070885458,0.04324088995119815
SKU000152,  product 152 ,Grocery,BrandA,3819.3001539421484,0.050438953258302784
SKU000153,PRODUCT 153,Electronics,BrandC,4222.4240280038775,0.009561712355820198
SKU000154,product 154,Home,BrandC,2011.785773848819,0.1432047305776109
SKU000155,product 155,Fashion,BrandA,4383.473207656039,0.075069942521887
SKU000156,PRODUCT 156,Electronics,BrandB,4894.350076999612,0.041240990504051826
SKU000157,PRODUCT 157,Home,BrandC,868.3790527844328,0.04172224997098434
SKU000158,  PRODUCT 158 ,Fashion,BrandC,4242.651943399834,0.16225198942126196
SKU000159,product 159,Home,BrandB,2255.901207310398,0.15010498808298664
SKU000160,product 160,Fashion,BrandB,4529.029702641349,0.099635559364293
SKU000161,product 161,Electronics,BrandB,4431.873644670877,0.1108999440748298
SKU000162,  PRODUCT 162 ,Home,BrandC,3171.3114514263443,0.08537860269905238
SKU000163,product 163,Electronics,BrandB,4461.929299348622,0.0704999777181856
SKU000164,  product 164 ,Grocery,BrandB,4058.4425326853725,0.16478583861929966
SKU000165,product 165,Fashion,BrandC,110.12116113784818,0.022610286633654372
SKU000166,product 166,Electronics,BrandA,3689.9455241651763,0.07532042214892103
SKU000167,PRODUCT 167,Grocery,BrandC,2438.0315663949923,0.06202114343781756
SKU000168,product 168,Home,BrandA,521.0026941955389,0.0896671296452067
SKU000169,  PRODUCT 169 ,Grocery,BrandB,3593.2049376900736,0.0823737374181315
SKU000170,PRODUCT 170,Fashion,BrandB,5195.373511701915,0.09340011569719466
SKU000171,PRODUCT 171,Fashion,BrandC,2425.861761430942,0.025185415900858935
SKU000172,product 172,Grocery,BrandA,3627.966071158714,0.09236547027238987
SKU000173,product 173,Grocery,BrandA,1124.9600940041541,0.043635386499697955
SKU000174,product 174,Fashion,BrandA,4357.48657393589,0.03317964281787442
SKU000175,  PRODUCT 175 ,Fashion,BrandA,1672.4928670143213,0.01167015938151442
SKU000176,PRODUCT 176,Grocery,BrandB,299.6706263308193,0.13727746057610535
SKU000177,  product 177 ,Fashion,BrandC,4764.193592833043,0.07693954575418079
SKU000178,PRODUCT 178,Home,BrandA,4605.222522165738,0.11279586299611649
SKU000179,product 179,Home,BrandB,2433.9994433902384,0.1309668017948538
SKU000180,  PRODUCT 180 ,Electronics,BrandB,4890.92766006214,0.12227699975643963
SKU000181,PRODUCT 181,Electronics,BrandB,2690.2265960142786,0.0846901294361428
SKU000182,product 182,Electronics,BrandA,799.0723034363588,0.06982173521131137
SKU000183,PRODUCT 183,Fashion,BrandA,5434.770772025509,0.06767278373531947
SKU000184,  PRODUCT 184 ,Home,BrandC,3226.3193633947462,0.11520878344741013
SKU000185,product 185,Home,BrandB,4975.134161744132,0.0890629838895372
SKU000186,  product 186 ,Home,BrandB,3058.5518921302532,0.1528438046379319
SKU000187,  PRODUCT 187 ,Electronics,BrandA,3260.6377791249797,0.15744635717880817
SKU000188,  product 188 ,Electronics,BrandA,1353.4139710200016,0.03070086804117332
SKU000189,PRODUCT 189,Grocery,BrandA,2129.261845119682,0.024522057278230616
SKU000190,product 190,Home,BrandB,218.5977740492601,0.11347216668647991
SKU000191,  PRODUCT 191 ,Fashion,BrandC,4606.751527991839,0.05422063465121029
SKU000192,  PRODUCT 192 ,Grocery,BrandB,4252.03080540504,0.0033427293777177946
SKU000193,PRODUCT 193,Grocery,BrandB,675.5901469506516,0.1599556804853319
SKU000194,  product 194 ,Grocery,BrandB,4226.645471387718,0.040842138103885484
SKU000195,  product 195 ,Grocery,BrandB,3234.5079174558123,0.16727051730344564
SKU000196,product 196,Fashion,BrandB,714.7039325838349,0.12913820115808566
SKU000197,product 197,Home,BrandB,2543.463053380197,0.13727762818406716
SKU000198,product 198,Electronics,BrandC,256.8864155052696,0.036263069242768876
SKU000199,PRODUCT 199,Fashion,BrandC,1325.7775159096727,0.04215499661102633
SKU000200,  PRODUCT 200 ,Electronics,BrandC,4241.369476625817,0.09382819568833184
SKU000201,product 201,Grocery,BrandB,2876.2910094459417,0.030977973476975187
SKU000202,product 202,Fashion,BrandA,5305.296827290782,0.054977704682945806
SKU000203,product 203,Home,BrandA,2547.109327280414,0.057863246030604804
SKU000204,product 204,Fashion,BrandC,623.2194195938342,0.028733387985497533
SKU000205,  PRODUCT 205 ,Home,BrandC,2596.9673864725014,0.03693291001112893
SKU000206,product 206,Home,BrandC,250.22462750220924,0.14193933156148617
SKU000207,  product 207 ,Fashion,BrandB,650.9164760218977,0.030095253818508305
SKU000208,product 208,Electronics,BrandC,4731.9101800869175,0.0051223305319060474
SKU000209,PRODUCT 209,Electronics,BrandA,2663.5348905606525,0.11328388967320892
SKU000210,product 210,Home,BrandC,2450.2016432887563,0.175676961490641
SKU000211,  PRODUCT 211 ,Fashion,BrandC,713.8016413759167,0.05961848663216185
SKU000212,  product 212 ,Home,BrandA,199.19279357966218,0.02135802657532541
SKU000213,PRODUCT 213,Grocery,BrandC,897.0341637478032,0.10266971856615553
SKU000214,PRODUCT 214,Home,BrandA,1208.0349788387225,0.1631437579972163
SKU000215,PRODUCT 215,Electronics,BrandB,5026.117509255059,0.14113112036912617
SKU000216,PRODUCT 216,Grocery,BrandB,4874.096003729564,0.11205285631428888
SKU000217,  PRODUCT 217 ,Fashion,BrandB,4492.330199251702,0.05671016938936788
SKU000218,PRODUCT 218,Grocery,BrandB,2842.20777508318,0.09753843118971958
SKU000219,PRODUCT 219,Grocery,BrandA,1425.7059520269295,0.016424071434765965
SKU000220,product 220,Home,BrandB,4814.732896636977,0.12221017637052059
SKU000221,PRODUCT 221,Electronics,BrandB,3816.7857059347316,0.13051728340157714
SKU000222,product 222,Home,BrandA,2298.389420617685,0.1737056921237854
SKU000223,product 223,Fashion,BrandC,3961.973248562906,0.046871524574112894
SKU000224,PRODUCT 224,Fashion,BrandA,5101.0148707616845,0.0033221554277440756
SKU000225,  PRODUCT 225 ,Home,BrandA,4311.865375577098,0.0982095235968871
SKU000226,product 226,Fashion,BrandC,2530.7121791075515,0.1272222907914266
SKU000227,product 227,Home,BrandB,5379.750004426228,0.14227334565893784
SKU000228,PRODUCT 228,Grocery,BrandB,4899.109308876188,0.034873007944465906
SKU000229,  PRODUCT 229 ,Fashion,BrandA,4638.914914858165,0.047115516426664256
SKU000230,PRODUCT 230,Home,BrandA,3867.141083092722,0.09226636654811333
SKU000231,product 231,Grocery,BrandA,2473.529214462178,0.05950814579460033
SKU000232,product 232,Fashion,BrandC,3722.7941385705685,0.1548920675857401
SKU000233,product 233,Fashion,BrandC,4480.5081772984,0.08527682767296965
SKU000234,product 234,Fashion,BrandC,3789.705471197179,0.14392415593836053
SKU000235,product 235,Electronics,BrandC,388.9657981357415,0.10451155688682368
SKU000236,PRODUCT 236,Fashion,BrandA,4005.6422490404466,0.13915622549108014
SKU000237,PRODUCT 237,Electronics,BrandC,3767.9956976487188,0.05988113757545829
SKU000238,  PRODUCT 238 ,Grocery,BrandC,1538.2443968379798,0.14965499194745602
SKU000239,  product 239 ,Fashion,BrandA,1557.487426382575,0.04942301679918388
SKU000240,product 240,Grocery,BrandA,2941.579064007789,0.09829778544059234
SKU000241,product 241,Grocery,BrandA,955.154292588477,0.03852128037129736
SKU000242,product 242,Home,BrandC,3603.763569661802,0.0855947738927148
SKU000243,product 243,Grocery,BrandA,2544.9484980637594,0.05727153771156657
SKU000244,  PRODUCT 244 ,Fashion,BrandC,103.44301162585627,0.04800661751469856
SKU000245,product 245,Fashion,BrandC,2916.0587377533775,0.17405730324504673
SKU000246,  product 246 ,Fashion,BrandC,1652.9387384243726,0.02881333898761151
SKU000247,PRODUCT 247,Fashion,BrandB,4600.244286374121,0.14171865074233114
SKU000248,  product 248 ,Home,BrandB,604.3349323299118,0.17714969270697867
SKU000249,PRODUCT 249,Fashion,BrandC,1586.528487627481,0.003582267073214009
SKU000250,PRODUCT 250,Electronics,BrandC,2086.8068981949095,0.1258249345275771
SKU000251,  product 251 ,Electronics,BrandC,4100.012757507302,0.04552412500013168
SKU000252,PRODUCT 252,Fashion,BrandA,3267.952199186939,0.0072878083790948
SKU000253,PRODUCT 253,Grocery,BrandC,1301.3407689248136,0.07252012421219355
SKU000254,PRODUCT 254,Grocery,BrandC,576.779704159428,0.1683392058307575
SKU000255,product 255,Electronics,BrandB,4143.615139328908,0.0021177169860595833
SKU000256,  PRODUCT 256 ,Fashion,BrandC,705.3061423909888,0.1058194245473607
SKU000257,product 257,Fashion,BrandC,2222.5511330142754,0.09025136614715837
SKU000258,  product 258 ,Fashion,BrandC,2639.584422321095,0.15720914958678855
SKU000259,  PRODUCT 259 ,Grocery,BrandB,4976.069976252027,0.015120308613712618
SKU000260,PRODUCT 260,Fashion,BrandC,4447.370232004737,0.12267468537959705
SKU000261,PRODUCT 261,Home,BrandA,808.4662447138288,0.12241974571798991
SKU000262,PRODUCT 262,Home,BrandC,1964.3530001932738,0.12043440303521098
SKU000263,product 263,Electronics,BrandB,2720.8077118804745,0.16962020908830663
SKU000264,PRODUCT 264,Fashion,BrandC,2124.2370250990243,0.14815575522123847
SKU000265,product 265,Fashion,BrandA,3564.2391228217257,0.007555090723831081
SKU000266,PRODUCT 266,Fashion,BrandC,1179.097797327292,0.08479491312681237
SKU000267,  product 267 ,Home,BrandC,1618.4027872620672,0.07163155011624002
SKU000268,PRODUCT 268,Grocery,BrandA,5140.099016859395,0.05582649979634437
SKU000269,product 269,Home,BrandA,547.2934049360907,0.08124061052773751
SKU000270,PRODUCT 270,Grocery,BrandB,2339.7696375191076,0.06915495328667594
SKU000271,PRODUCT 271,Home,BrandC,3772.2991009957395,0.07782010197815975
SKU000272,  PRODUCT 272 ,Home,BrandC,556.2491732634456,0.17626713580955564
SKU000273,product 273,Home,BrandB,228.48311920481373,0.015953935454924538
SKU000274,product 274,Home,BrandB,4979.520127309476,0.16600155657097135
SKU000275,PRODUCT 275,Electronics,BrandC,1910.8106154996676,0.08644260842478481
SKU000276,product 276,Fashion,BrandA,2054.372498536138,0.1122736041899174
SKU000277,  product 277 ,Electronics,BrandB,520.5422455676398,0.1494329339911849
SKU000278,  PRODUCT 278 ,Electronics,BrandA,4315.395387901616,0.064883345246866
SKU000279,  product 279 ,Grocery,BrandC,1102.3287579477071,0.07747594345583403
SKU000280,PRODUCT 280,Grocery,BrandC,1229.5271316030198,0.07371332645016851
SKU000281,PRODUCT 281,Fashion,BrandA,4145.639932370051,0.06745158405643677
SKU000282,PRODUCT 282,Fashion,BrandA,5026.735801113552,0.16659527789644107
SKU000283,product 283,Grocery,BrandA,3618.2981258560067,0.14920738041474216
SKU000284,  product 284 ,Electronics,BrandB,4142.740062687063,0.019619998175335697
SKU000285,  PRODUCT 285 ,Fashion,BrandA,977.278929437475,0.019462203445877287
SKU000286,  product 286 ,Home,BrandC,672.8182367410598,0.07701651267353841
SKU000287,  PRODUCT 287 ,Home,BrandB,2603.5280750264405,0.01775832781190563
SKU000288,  PRODUCT 288 ,Grocery,BrandC,267.21911821933776,0.11143675714880154
SKU000289,product 289,Fashion,BrandB,3467.5746148530943,0.025864489307112104
SKU000290,  PRODUCT 290 ,Home,BrandB,2220.9256098368387,0.09402718751402418
SKU000291,  PRODUCT 291 ,Home,BrandA,4584.3308779189265,0.0012995904606691955
SKU000292,product 292,Grocery,BrandA,677.305549222038,0.056987342714276405
SKU000293,PRODUCT 293,Fashion,BrandB,4984.275265585929,0.12189433026107797
SKU000294,PRODUCT 294,Home,BrandC,3282.8349204721567,0.08712700924101272
SKU000295,  PRODUCT 295 ,Electronics,BrandC,3316.0271551690257,0.17608850747981786
SKU000296,PRODUCT 296,Grocery,BrandB,2392.083515161727,0.15733868329191794
SKU000297,  product 297 ,Fashion,BrandB,2146.3259443846873,0.06463274022776722
SKU000298,product 298,Fashion,BrandB,1665.3973541990442,0.008187577465009428
SKU000299,  product 299 ,Grocery,BrandC,4631.299966367755,0.15221273402070337
SKU000300,  PRODUCT 300 ,Electronics,BrandA,2359.20367523468,0.16402217585664083
SKU000301,PRODUCT 301,Fashion,BrandA,2806.9879502143776,0.1477129308154266
SKU000302,PRODUCT 302,Fashion,BrandC,704.9468356413026,0.023030989365557673
SKU000303,PRODUCT 303,Home,BrandC,331.875414707749,0.1796247241942118
SKU000304,  PRODUCT 304 ,Fashion,BrandB,587.1810964369399,0.04654515987949929
SKU000305,PRODUCT 305,Grocery,BrandC,2567.343132014364,0.1303568843055066
SKU000306,PRODUCT 306,Fashion,BrandC,1958.598706366122,0.16344627774042988
SKU000307,product 307,Grocery,BrandB,4398.29224711147,0.042423680579527695
SKU000308,product 308,Electronics,BrandC,5061.5310042200745,0.1634865398418719
SKU000309,product 309,Fashion,BrandA,1027.3632936572442,0.05570668425507605
SKU000310,PRODUCT 310,Fashion,BrandB,1847.5995258942266,0.1757543800291301
SKU000311,  PRODUCT 311 ,Grocery,BrandC,3507.0704357499003,0.050626803668485425
SKU000312,  PRODUCT 312 ,Electronics,BrandA,4090.2146732002507,0.17161844845641033
SKU000313,  PRODUCT 313 ,Home,BrandB,1904.5918918400662,0.009638037160681482
SKU000314,PRODUCT 314,Fashion,BrandC,3154.0643857609098,0.12766896210056633
SKU000315,product 315,Grocery,BrandA,3955.829736260632,0.09578000409066066
SKU000316,  product 316 ,Electronics,BrandB,2305.932561529721,0.0860178738820915
SKU000317,product 317,Home,BrandB,1536.6310963150129,0.0402289765660512
SKU000318,PRODUCT 318,Electronics,BrandB,2209.1759552143217,0.12700724215976855
SKU000319,  product 319 ,Home,BrandC,3546.6868486080552,0.03434570846033528
SKU000320,  PRODUCT 320 ,Home,BrandC,330.2446669418962,0.09951152327725828
SKU000321,  product 321 ,Grocery,BrandA,3939.5327173586966,0.045584165347245145
SKU000322,  PRODUCT 322 ,Electronics,BrandA,2613.790538960423,0.1720118483606441
SKU000323,PRODUCT 323,Grocery,BrandB,2954.583748762288,0.005153614890417508
SKU000324,  PRODUCT 324 ,Fashion,BrandA,2026.5784591435663,0.03595109042002258
SKU000325,product 325,Home,BrandA,2460.336098994141,0.04361590914974059
SKU000326,  product 326 ,Fashion,BrandC,2192.9191140840408,0.07453220863820695
SKU000327,product 327,Home,BrandB,629.691991188542,0.04189144353660963
SKU000328,  product 328 ,Fashion,BrandA,4193.092213814853,0.08844283624838134
SKU000329,product 329,Fashion,BrandA,2324.619488170155,0.15704379418653702
SKU000330,  PRODUCT 330 ,Home,BrandC,2084.8225696050636,0.12817141585365074
SKU000331,  PRODUCT 331 ,Fashion,BrandC,1785.3557546119955,0.10439315649631999
SKU000332,PRODUCT 332,Grocery,BrandA,2599.3004444827307,0.016020572036882338
SKU000333,  product 333 ,Grocery,BrandB,1842.1538780326491,0.1249185795100696
SKU000334,PRODUCT 334,Grocery,BrandA,612.8990180600999,0.029954571175969173
SKU000335,  product 335 ,Grocery,BrandC,882.9204891869009,0.14154612947310563
SKU000336,PRODUCT 336,Electronics,BrandA,4918.265229493289,0.045010216531827574
SKU000337,product 337,Home,BrandC,4028.9646984193505,0.07506877109776215
SKU000338,PRODUCT 338,Fashion,BrandC,1761.7796501151154,0.06308463641722702
SKU000339,PRODUCT 339,Home,BrandB,3177.3235863061,0.15458650464147422
SKU000340,product 340,Electronics,BrandB,2768.9620042377082,0.022778002568413464
SKU000341,PRODUCT 341,Home,BrandA,363.05888274003337,0.10181607882926194
SKU000342,product 342,Electronics,BrandC,4367.566143122501,0.0255710896997512
SKU000343,PRODUCT 343,Home,BrandB,2969.8151850630397,0.1268632505037936
SKU000344,PRODUCT 344,Electronics,BrandB,4986.920352834912,0.1629140630030066
SKU000345,product 345,Grocery,BrandB,3208.449147855326,0.0782293776961056
