sku_id,product_name,category,brand,price,currency,is_active
SKU000085,  Product 85 ,Grocery,BrandC,228.34,USD,Y
SKU000086,Product 86,Grocery,BrandB,680.86,USD,Y
SKU000087,Product 87,Electronics,BrandB,1089.88,USD,Y
SKU000088,  Product 88 ,Electronics,BrandB,3911.58,USD,Y
SKU000089,Product 89,Home,BrandC,3759.91,USD,Y
SKU000090,Product 90,Grocery,BrandA,4882.22,USD,N
SKU000091,Product 91,Home,BrandA,937.84,USD,Y
SKU000092,Product 92,Home,BrandC,4327.12,USD,Y
SKU000093,Product 93,Fashion,BrandA,3947.5,USD,Y
SKU000094,  Product 94 ,Electronics,BrandB,1151.05,USD,Y
SKU000095,Product 95,Home,BrandB,1560.69,USD,Y
SKU000096,Product 96,Grocery,BrandA,167.14,USD,Y
SKU000097,  Product 97 ,Fashion,BrandB,4328.55,USD,Y
SKU000098,Product 98,Fashion,BrandB,3225.33,USD,N
SKU000099,Product 99,Fashion,BrandA,620.94,USD,N
SKU000100,Product 100,Grocery,BrandC,4814.54,USD,N
SKU000101,  Product 101 ,Electronics,BrandC,2201.09,USD,Y
SKU000102,Product 102,Fashion,BrandB,3050.73,USD,Y
SKU000103,Product 103,Home,BrandC,990.89,USD,Y
SKU000104,  Product 104 ,Home,BrandA,2623.61,USD,Y
SKU000105,Product 105,Grocery,BrandB,2184.92,USD,Y
SKU000106,Product 106,Fashion,BrandC,1603.88,USD,Y
SKU000107,Product 107,Fashion,BrandC,1580.96,USD,Y
SKU000108,Product 108,Home,BrandC,1513.49,USD,Y
SKU000109,  Product 109 ,Home,BrandC,4704.8,USD,N
SKU000110,Product 110,Grocery,BrandC,2867.07,USD,Y
SKU000111,Product 111,Electronics,BrandB,1470.22,USD,N
SKU000112,Product 112,Fashion,BrandB,2236.84,USD,Y
SKU000113,Product 113,Home,BrandC,889.97,USD,Y
SKU000114,  Product 114 ,Fashion,BrandA,4101.2,USD,Y
SKU000115,Product 115,Fashion,BrandA,4042.49,USD,Y
SKU000116,  Product 116 ,Electronics,BrandA,4920.48,USD,Y
SKU000117,Product 117,Electronics,BrandB,2101.48,USD,N
SKU000118,Product 118,Grocery,BrandC,3496.95,USD,Y
SKU000119,Product 119,Grocery,BrandA,3297.49,USD,Y
SKU000120,  Product 120 ,Electronics,BrandB,1133.26,USD,Y
SKU000121,Product 121,Home,BrandA,2809.16,USD,Y
SKU000122,Product 122,Electronics,BrandB,710.03,USD,Y
SKU000123,Product 123,Fashion,BrandB,3082.63,USD,N
SKU000124,Product 124,Home,BrandC,2257.27,USD,Y
SKU000125,  Product 125 ,Home,BrandB,1333.0,USD,Y
SKU000126,  Product 126 ,Fashion,BrandC,2448.76,USD,Y
SKU000127,  Product 127 ,Home,BrandA,3582.05,USD,Y
SKU000128,  Product 128 ,Fashion,BrandB,4470.48,USD,N
SKU000129,  Product 129 ,Grocery,BrandA,1946.02,USD,Y
SKU000130,  Product 130 ,Grocery,BrandA,2103.6,USD,Y
SKU000131,Product 131,Home,BrandB,358.22,USD,Y
SKU000132,Product 132,Home,BrandC,4733.01,USD,N
SKU000133,  Product 133 ,Home,BrandB,79.19,USD,Y
SKU000134,Product 134,Home,BrandB,2714.19,USD,Y
SKU000135,Product 135,Grocery,BrandB,1136.14,USD,Y
SKU000136,Product 136,Electronics,BrandB,1713.84,USD,Y
SKU000137,Product 137,Home,BrandC,866.97,USD,Y
SKU000138,Product 138,Grocery,BrandC,2693.91,USD,Y
SKU000139,Product 139,Electronics,BrandA,3231.61,USD,Y
SKU000140,  Product 140 ,Home,BrandA,298.91,USD,Y
SKU000141,Product 141,Grocery,BrandB,1667.89,USD,Y
SKU000142,Product 142,Home,BrandB,3772.45,USD,Y
SKU000143,Product 143,Fashion,BrandA,2378.02,USD,Y
SKU000144,Product 144,Electronics,BrandB,1159.9,USD,Y
SKU000145,  Product 145 ,Electronics,BrandA,4750.58,USD,N
SKU000146,  Product 146 ,Electronics,BrandC,804.29,USD,Y
SKU000147,  Product 147 ,Electronics,BrandC,4741.4,USD,Y
SKU000148,Product 148,Fashion,BrandB,880.56,USD,N
SKU000149,Product 149,Electronics,BrandA,4825.37,USD,Y
SKU000150,  Product 150 ,Electronics,BrandB,2900.19,USD,Y
SKU000151,Product 151,Home,BrandB,4710.28,USD,Y
SKU000152,  Product 152 ,Grocery,BrandA,3501.11,USD,N
SKU000153,Product 153,Electronics,BrandC,3924.04,USD,Y
SKU000154,Product 154,Home,BrandC,1884.33,USD,Y
SKU000155,Product 155,Fashion,BrandA,4255.4,USD,Y
SKU000156,Product 156,Electronics,BrandB,4805.9,USD,Y
SKU000157,Product 157,Home,BrandC,807.31,USD,Y
SKU000158,  Product 158 ,Fashion,BrandC,4050.59,USD,Y
SKU000159,Product 159,Home,BrandB,2206.09,USD,Y
SKU000160,Product 160,Fashion,BrandB,4265.98,USD,Y
SKU000161,Product 161,Electronics,BrandB,4414.07,USD,Y
SKU000162,  Product 162 ,Home,BrandC,3071.14,USD,Y
SKU000163,Product 163,Electronics,BrandB,4262.22,USD,Y
SKU000164,  Product 164 ,Grocery,BrandB,3999.27,USD,N
SKU000165,Product 165,Fashion,BrandC,100.25,USD,Y
SKU000166,Product 166,Electronics,BrandA,3614.37,USD,Y
SKU000167,Product 167,Grocery,BrandC,2406.66,USD,N
SKU000168,Product 168,Home,BrandA,510.61,USD,N
SKU000169,  Product 169 ,Grocery,BrandB,3336.6,USD,Y
SKU000170,Product 170,Fashion,BrandB,4983.33,USD,Y
SKU000171,Product 171,Fashion,BrandC,2296.04,USD,N
SKU000172,Product 172,Grocery,BrandA,3620.36,USD,Y
SKU000173,Product 173,Grocery,BrandA,1121.1,USD,Y
SKU000174,Product 174,Fashion,BrandA,4171.51,USD,Y
SKU000175,  Product 175 ,Fashion,BrandA,1546.22,USD,N
SKU000176,Product 176,Grocery,BrandB,275.3,USD,Y
SKU000177,  Product 177 ,Fashion,BrandC,4723.24,USD,Y
SKU000178,Product 178,Home,BrandA,4369.96,USD,Y
SKU000179,Product 179,Home,BrandB,2230.32,USD,N
SKU000180,  Product 180 ,Electronics,BrandB,4708.26,USD,Y
SKU000181,Product 181,Electronics,BrandB,2484.15,USD,N
SKU000182,Product 182,Electronics,BrandA,788.53,USD,Y
SKU000183,Product 183,Fashion,BrandA,4969.89,USD,Y
SKU000184,  Product 184 ,Home,BrandC,3000.83,USD,Y
SKU000185,Product 185,Home,BrandB,4547.1,USD,Y
SKU000186,  Product 186 ,Home,BrandB,2864.72,USD,Y
SKU000187,  Product 187 ,Electronics,BrandA,3146.3,USD,Y
SKU000188,  Product 188 ,Electronics,BrandA,1237.33,USD,Y
SKU000189,Product 189,Grocery,BrandA,2072.16,USD,Y
SKU000190,Product 190,Home,BrandB,211.57,USD,N
SKU000191,  Product 191 ,Fashion,BrandC,4305.05,USD,Y
SKU000192,  Product 192 ,Grocery,BrandB,3949.75,USD,Y
SKU000193,Product 193,Grocery,BrandB,618.14,USD,Y
SKU000194,  Product 194 ,Grocery,BrandB,4141.82,USD,Y
SKU000195,  Product 195 ,Grocery,BrandB,2995.47,USD,Y
SKU000196,Product 196,Fashion,BrandB,665.55,USD,Y
SKU000197,Product 197,Home,BrandB,2527.34,USD,Y
SKU000198,Product 198,Electronics,BrandC,247.31,USD,Y
SKU000199,Product 199,Fashion,BrandC,1289.32,USD,Y
SKU000200,  Product 200 ,Electronics,BrandC,4116.04,USD,Y
SKU000201,Product 201,Grocery,BrandB,2618.87,USD,N
SKU000202,Product 202,Fashion,BrandA,4984.88,USD,N
SKU000203,Product 203,Home,BrandA,2376.55,USD,Y
SKU000204,Product 204,Fashion,BrandC,567.77,USD,Y
SKU000205,  Product 205 ,Home,BrandC,2502.57,USD,N
SKU000206,Product 206,Home,BrandC,231.65,USD,N
SKU000207,  Product 207 ,Fashion,BrandB,623.81,USD,Y
SKU000208,Product 208,Electronics,BrandC,4353.37,USD,N
SKU000209,Product 209,Electronics,BrandA,2616.27,USD,N
SKU000210,Product 210,Home,BrandC,2238.1,USD,Y
SKU000211,  Product 211 ,Fashion,BrandC,698.52,USD,Y
SKU000212,  Product 212 ,Home,BrandA,192.9,USD,Y
SKU000213,Product 213,Grocery,BrandC,833.97,USD,Y
SKU000214,Product 214,Home,BrandA,1162.27,USD,Y
SKU000215,Product 215,Electronics,BrandB,4737.95,USD,Y
SKU000216,Product 216,Grocery,BrandB,4666.63,USD,Y
SKU000217,  Product 217 ,Fashion,BrandB,4181.88,USD,Y
SKU000218,Product 218,Grocery,BrandB,2778.76,USD,Y
SKU000219,Product 219,Grocery,BrandA,1417.42,USD,Y
SKU000220,Product 220,Home,BrandB,4674.53,USD,Y
SKU000221,Product 221,Electronics,BrandB,3643.95,USD,Y
SKU000222,Product 222,Home,BrandA,2260.41,USD,N
SKU000223,Product 223,Fashion,BrandC,3826.22,USD,Y
SKU000224,Product 224,Fashion,BrandA,4904.83,USD,Y
SKU000225,  Product 225 ,Home,BrandA,4287.26,USD,Y
SKU000226,Product 226,Fashion,BrandC,2391.23,USD,Y
SKU000227,Product 227,Home,BrandB,4942.65,USD,Y
SKU000228,Product 228,Grocery,BrandB,4825.88,USD,Y
SKU000229,  Product 229 ,Fashion,BrandA,4377.24,USD,Y
SKU000230,Product 230,Home,BrandA,3626.1,USD,Y
SKU000231,Product 231,Grocery,BrandA,2373.98,USD,Y
SKU000232,Product 232,Fashion,BrandC,3478.89,USD,Y
SKU000233,Product 233,Fashion,BrandC,4303.74,USD,Y
SKU000234,Product 234,Fashion,BrandC,3607.65,USD,N
SKU000235,Product 235,Electronics,BrandC,388.68,USD,Y
SKU000236,Product 236,Fashion,BrandA,3746.49,USD,Y
SKU000237,Product 237,Electronics,BrandC,3534.26,USD,N
SKU000238,  Product 238 ,Grocery,BrandC,1532.36,USD,Y
SKU000239,  Product 239 ,Fashion,BrandA,1502.17,USD,N
SKU000240,Product 240,Grocery,BrandA,2679.27,USD,Y
SKU000241,Product 241,Grocery,BrandA,916.59,USD,Y
SKU000242,Product 242,Home,BrandC,3431.52,USD,Y
SKU000243,Product 243,Grocery,BrandA,2332.69,USD,Y
SKU000244,  Product 244 ,Fashion,BrandC,96.52,USD,N
SKU000245,Product 245,Fashion,BrandC,2755.66,USD,Y
SKU000246,  Product 246 ,Fashion,BrandC,1530.81,USD,Y
SKU000247,Product 247,Fashion,BrandB,4234.25,USD,Y
SKU000248,  Product 248 ,Home,BrandB,577.93,USD,Y
SKU000249,Product 249,Fashion,BrandC,1514.57,USD,Y
SKU000250,Product 250,Electronics,BrandC,2009.24,USD,Y
SKU000251,  Product 251 ,Electronics,BrandC,3738.6,USD,Y
SKU000252,Product 252,Fashion,BrandA,3054.97,USD,Y
SKU000253,Product 253,Grocery,BrandC,1290.6,USD,Y
SKU000254,Product 254,Grocery,BrandC,530.96,USD,N
SKU000255,Product 255,Electronics,BrandB,3953.62,USD,Y
SKU000256,  Product 256 ,Fashion,BrandC,700.49,USD,Y
SKU000257,Product 257,Fashion,BrandC,2106.74,USD,Y
SKU000258,  Product 258 ,Fashion,BrandC,2533.88,USD,Y
SKU000259,  Product 259 ,Grocery,BrandB,4574.54,USD,N
SKU000260,Product 260,Fashion,BrandC,4358.46,USD,Y
SKU000261,Product 261,Home,BrandA,746.75,USD,Y
SKU000262,Product 262,Home,BrandC,1860.59,USD,N
SKU000263,Product 263,Electronics,BrandB,2706.03,USD,Y
SKU000264,Product 264,Fashion,BrandC,1936.08,USD,Y
SKU000265,Product 265,Fashion,BrandA,3390.44,USD,Y
SKU000266,Product 266,Fashion,BrandC,1145.77,USD,Y
SKU000267,  Product 267 ,Home,BrandC,1545.84,USD,Y
SKU000268,Product 268,Grocery,BrandA,4733.99,USD,Y
SKU000269,Product 269,Home,BrandA,531.1,USD,Y
SKU000270,Product 270,Grocery,BrandB,2295.54,USD,Y
SKU000271,Product 271,Home,BrandC,3724.23,USD,Y
SKU000272,  Product 272 ,Home,BrandC,540.16,USD,Y
SKU000273,Product 273,Home,BrandB,211.95,USD,Y
SKU000274,Product 274,Home,BrandB,4755.25,USD,Y
SKU000275,Product 275,Electronics,BrandC,1868.31,USD,Y
SKU000276,Product 276,Fashion,BrandA,2020.79,USD,Y
SKU000277,  Product 277 ,Electronics,BrandB,503.78,USD,Y
SKU000278,  Product 278 ,Electronics,BrandA,3944.63,USD,Y
SKU000279,  Product 279 ,Grocery,BrandC,1065.77,USD,Y
SKU000280,Product 280,Grocery,BrandC,1118.96,USD,Y
SKU000281,Product 281,Fashion,BrandA,3953.79,USD,Y
SKU000282,Product 282,Fashion,BrandA,4938.26,USD,Y
SKU000283,Product 283,Grocery,BrandA,3322.24,USD,N
SKU000284,  Product 284 ,Electronics,BrandB,3960.42,USD,Y
SKU000285,  Product 285 ,Fashion,BrandA,912.52,USD,N
SKU000286,  Product 286 ,Home,BrandC,612.56,USD,Y
SKU000287,  Product 287 ,Home,BrandB,2590.53,USD,Y
SKU000288,  Product 288 ,Grocery,BrandC,264.66,USD,Y
SKU000289,Product 289,Fashion,BrandB,3234.54,USD,Y
SKU000290,  Product 290 ,Home,BrandB,2160.05,USD,N
SKU000291,  Product 291 ,Home,BrandA,4501.37,USD,N
SKU000292,Product 292,Grocery,BrandA,674.65,USD,Y
SKU000293,Product 293,Fashion,BrandB,4973.41,USD,Y
SKU000294,Product 294,Home,BrandC,3046.86,USD,N
SKU000295,  Product 295 ,Electronics,BrandC,3272.04,USD,Y
SKU000296,Product 296,Grocery,BrandB,2285.2,USD,Y
SKU000297,  Product 297 ,Fashion,BrandB,2023.71,USD,Y
SKU000298,Product 298,Fashion,BrandB,1596.99,USD,Y
SKU000299,  Product 299 ,Grocery,BrandC,4618.78,USD,N
SKU000300,  Product 300 ,Electronics,BrandA,2187.79,USD,N
SKU000301,Product 301,Fashion,BrandA,2804.04,USD,Y
SKU000302,Product 302,Fashion,BrandC,655.04,USD,Y
SKU000303,Product 303,Home,BrandC,304.66,USD,Y
SKU000304,  Product 304 ,Fashion,BrandB,562.82,USD,Y
SKU000305,Product 305,Grocery,BrandC,2436.84,USD,Y
SKU000306,Product 306,Fashion,BrandC,1869.43,USD,Y
SKU000307,Product 307,Grocery,BrandB,4233.52,USD,Y
SKU000308,Product 308,Electronics,BrandC,4648.97,USD,Y
SKU000309,Product 309,Fashion,BrandA,943.06,USD,Y
SKU000310,Product 310,Fashion,BrandB,1787.57,USD,Y
SKU000311,  Product 311 ,Grocery,BrandC,3303.86,USD,N
SKU000312,  Product 312 ,Electronics,BrandA,3743.25,USD,N
SKU000313,  Product 313 ,Home,BrandB,1737.44,USD,Y
SKU000314,Product 314,Fashion,BrandC,3001.31,USD,Y
SKU000315,Product 315,Grocery,BrandA,3784.46,USD,Y
SKU000316,  Product 316 ,Electronics,BrandB,2243.41,USD,Y
SKU000317,Product 317,Home,BrandB,1402.18,USD,N
SKU000318,Product 318,Electronics,BrandB,2178.07,USD,N
SKU000319,  Product 319 ,Home,BrandC,3352.31,USD,Y
SKU000320,  Product 320 ,Home,BrandC,321.17,USD,Y
SKU000321,  Product 321 ,Grocery,BrandA,3832.6,USD,Y
SKU000322,  Product 322 ,Electronics,BrandA,2512.06,USD,Y
SKU000323,Product 323,Grocery,BrandB,2686.28,USD,Y
SKU000324,  Product 324 ,Fashion,BrandA,2015.5,USD,Y
SKU000325,Product 325,Home,BrandA,2325.78,USD,Y
SKU000326,  Product 326 ,Fashion,BrandC,2174.96,USD,Y
SKU000327,Product 327,Home,BrandB,620.11,USD,Y
SKU000328,  Product 328 ,Fashion,BrandA,4016.54,USD,Y
SKU000329,Product 329,Fashion,BrandA,2211.72,USD,Y
SKU000330,  Product 330 ,Home,BrandC,2032.23,USD,Y
SKU000331,  Product 331 ,Fashion,BrandC,1730.59,USD,Y
SKU000332,Product 332,Grocery,BrandA,2576.89,USD,N
SKU000333,  Product 333 ,Grocery,BrandB,1787.94,USD,N
SKU000334,Product 334,Grocery,BrandA,558.88,USD,N
SKU000335,  Product 335 ,Grocery,BrandC,806.71,USD,N
SKU000336,Product 336,Electronics,BrandA,4758.9,USD,Y
SKU000337,Product 337,Home,BrandC,3811.39,USD,Y
SKU000338,Product 338,Fashion,BrandC,1614.89,USD,Y
SKU000339,Product 339,Home,BrandB,3175.36,USD,N
SKU000340,Product 340,Electronics,BrandB,2561.32,USD,Y
SKU000341,Product 341,Home,BrandA,331.61,USD,Y
SKU000342,Product 342,Electronics,BrandC,4328.04,USD,N
SKU000343,Product 343,Home,BrandB,2922.63,USD,Y
SKU000344,Product 344,Electronics,BrandB,4549.8,USD,Y
SKU000345,Product 345,Grocery,BrandB,3044.78,USD,Y
SKU000346,Product 346,Electronics,BrandB,562.33,USD,Y
SKU000347,Product 347,Fashion,BrandC,467.43,USD,N
SKU000348,Product 348,Electronics,BrandA,3552.73,USD,Y
SKU000349,Product 349,Grocery,BrandB,1895.62,USD,Y
SKU000350,  Product 350 ,Home,BrandB,3410.54,USD,Y
SKU000351,  Product 351 ,Fashion,BrandA,1681.97,USD,Y
SKU000352,Product 352,Home,BrandB,1297.38,USD,Y
SKU000353,Product 353,Grocery,BrandB,453.43,USD,N
SKU000354,Product 354,Fashion,BrandB,4840.1,USD,N
SKU000355,Product 355,Home,BrandA,2995.45,USD,Y
SKU000356,Product 356,Fashion,BrandC,1914.56,USD,N
SKU000357,Product 357,Grocery,BrandC,3529.01,USD,Y
SKU000358,Product 358,Electronics,BrandC,3368.76,USD,Y
SKU000359,Product 359,Electronics,BrandB,1578.89,USD,Y
SKU000360,Product 360,Fashion,BrandB,1000.43,USD,Y
SKU000361,Product 361,Grocery,BrandA,1514.17,USD,Y
SKU000362,Product 362,Electronics,BrandC,1716.98,USD,Y
SKU000363,Product 363,Grocery,BrandC,1914.76,USD,Y
SKU000364,  Product 364 ,Grocery,BrandC,2216.48,USD,Y
SKU000365,Product 365,Grocery,BrandB,3072.45,USD,Y
SKU000366,Product 366,Home,BrandA,2693.36,USD,Y
SKU000367,Product 367,Home,BrandA,1870.81,USD,Y
SKU000368,Product 368,Home,BrandB,3858.72,USD,N
SKU000369,Product 369,Home,BrandA,4093.61,USD,N
SKU000370,Product 370,Grocery,BrandB,308.29,USD,N
SKU000371,Product 371,Fashion,BrandC,4674.75,USD,N
SKU000372,Product 372,Electronics,BrandB,465.18,USD,N
SKU000373,  Product 373 ,Home,BrandC,779.38,USD,Y
SKU000374,Product 374,Grocery,BrandB,4428.92,USD,N
SKU000375,Product 375,Home,BrandA,2012.45,USD,Y
SKU000376,Product 376,Home,BrandA,1905.82,USD,Y
SKU000377,  Product 377 ,Electronics,BrandC,3267.31,USD,N
SKU000378,Product 378,Grocery,BrandA,1470.05,USD,Y
SKU000379,Product 379,Grocery,BrandC,2372.1,USD,Y
SKU000380,Product 380,Electronics,BrandA,1316.82,USD,N
SKU000381,Product 381,Home,BrandA,3892.05,USD,Y
SKU000382,  Product 382 ,Electronics,BrandA,1230.28,USD,Y
SKU000383,Product 383,Home,BrandA,598.75,USD,Y
SKU000384,Product 384,Electronics,BrandC,2601.11,USD,Y
SKU000385,  Product 385 ,Grocery,BrandB,2174.73,USD,Y
SKU000386,Product 386,Grocery,BrandC,2112.01,USD,Y
SKU000387,Product 387,Electronics,BrandC,4874.54,USD,N
SKU000388,  Product 388 ,Electronics,BrandB,4372.99,USD,Y
SKU000389,  Product 389 ,Home,BrandB,1305.57,USD,Y
SKU000390,  Product 390 ,Electronics,BrandB,1243.57,USD,Y
SKU000391,Product 391,Electronics,BrandC,3689.18,USD,Y
SKU000392,Product 392,Electronics,BrandB,2752.77,USD,Y
SKU000393,Product 393,Grocery,BrandC,2349.88,USD,Y
SKU000394,Product 394,Grocery,BrandA,362.35,USD,Y
SKU000395,Product 395,Home,BrandA,1502.54,USD,Y
SKU000396,  Product 396 ,Grocery,BrandA,1612.2,USD,Y
SKU000397,Product 397,Home,BrandC,2393.33,USD,Y
SKU000398,  Product 398 ,Grocery,BrandB,1817.02,USD,Y
SKU000399,Product 399,Fashion,BrandB,666.15,USD,Y
SKU000400,Product 400,Home,BrandC,2226.7,USD,N
SKU000401,Product 401,Fashion,BrandA,2506.21,USD,Y
SKU000402,Product 402,Fashion,BrandA,3649.05,USD,Y
SKU000403,  Product 403 ,Grocery,BrandC,1504.14,USD,Y
SKU000404,  Product 404 ,Fashion,BrandC,1513.42,USD,Y
SKU000405,Product 405,Home,BrandA,3464.34,USD,Y
SKU000406,Product 406,Electronics,BrandC,4356.68,USD,Y
SKU000407,Product 407,Home,BrandB,3215.37,USD,N
SKU000408,Product 408,Electronics,BrandA,3372.36,USD,Y
SKU000409,Product 409,Grocery,BrandA,756.76,USD,N
SKU000410,Product 410,Home,BrandA,674.84,USD,Y
SKU000411,  Product 411 ,Fashion,BrandB,1945.13,USD,Y
SKU000412,Product 412,Grocery,BrandC,2277.12,USD,Y
SKU000413,Product 413,Home,BrandA,2890.91,USD,Y
SKU000414,Product 414,Home,BrandB,3265.33,USD,Y
SKU000415,  Product 415 ,Electronics,BrandA,3691.59,USD,Y
SKU000416,Product 416,Home,BrandC,632.92,USD,Y
SKU000417,Product 417,Home,BrandA,4982.01,USD,Y
SKU000418,  Product 418 ,Home,BrandA,657.06,USD,Y
SKU000419,Product 419,Home,BrandA,4498.46,USD,Y
SKU000420,Product 420,Electronics,BrandC,4839.43,USD,Y
SKU000421,Product 421,Fashion,BrandC,371.45,USD,Y
SKU000422,Product 422,Fashion,BrandA,3573.46,USD,N
SKU000423,Product 423,Grocery,BrandB,2568.34,USD,Y
SKU000424,  Product 424 ,Grocery,BrandA,1221.84,USD,N
SKU000425,Product 425,Fashion,BrandC,2882.77,USD,Y
SKU000426,Product 426,Grocery,BrandC,4427.02,USD,Y
SKU000427,  Product 427 ,Home,BrandC,3608.4,USD,Y
SKU000428,Product 428,Home,BrandC,415.07,USD,Y
SKU000429,Product 429,Electronics,BrandB,2355.87,USD,N
SKU000430,Product 430,Grocery,BrandC,3216.98,USD,N
SKU000431,  Product 431 ,Grocery,BrandB,2539.18,USD,Y
SKU000432,Product 432,Electronics,BrandC,807.43,USD,Y
SKU000433,  Product 433 ,Fashion,BrandC,1166.08,USD,N
SKU000434,Product 434,Fashion,BrandA,1290.5,USD,N
SKU000435,Product 435,Fashion,BrandA,3143.86,USD,Y
